work_id,mp_id,constituency_id,state,district,constituency,block,village_or_urban_area,sector,sub_sector,work_type,work_description,recommended_amount,technical_estimate_amount,administrative_approval_amount,sanctioned_amount,released_amount,actual_expenditure,work_start_date,sanction_date,expected_completion_date,actual_completion_date,physical_progress_percent,financial_progress_percent,number_of_payments,first_payment_date,last_payment_date,implementing_agency_id,contractor_id,latitude,longitude,number_of_progress_updates,inspection_count
MPL-WORK-20249231,MP-162,CON-2815,Rajasthan,Rajasthan_Dist_1,Rajasthan_Const_3,Block-9,Village-76,Education,Library Setup,Procurement,"Library Setup at Village-76, Block-9, Rajasthan_Dist_1",9107010,9781851.87,9741551.67,9741551.67,10117860.37,9681460.57,2023-05-25,2023-04-22,2024-09-21,2024-09-17,100.0,99.38,6,2023-06-08,2024-10-03,AGENCY-188,CONT-0805,27.873118,84.440282,12,1
MPL-WORK-20249232,MP-255,CON-9776,Bihar,Bihar_Dist_3,Bihar_Const_6,Block-20,Village-3,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-3, Block-20, Bihar_Dist_3",5465648,5905144.48,5802090.79,5802090.79,1321730.21,1271580.1,2022-07-17,2022-06-26,2023-01-29,,4.26,21.92,8,2022-07-27,2022-11-05,AGENCY-041,CONT-0604,15.946479,77.128805,0,1
MPL-WORK-20249233,MP-724,CON-2338,Bihar,Bihar_Dist_5,Bihar_Const_5,Block-17,Village-85,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-85, Block-17, Bihar_Dist_5",5980025,6428454.56,6317180.88,6317180.88,1470313.79,583471.59,2024-02-18,2023-12-20,2025-02-06,,5.88,9.24,9,2024-03-19,2024-06-06,AGENCY-233,CONT-0543,18.090279,80.966803,2,2
MPL-WORK-20249234,MP-943,CON-3732,Madhya Pradesh,Madhya Pradesh_Dist_2,Madhya Pradesh_Const_9,Block-1,Village-14,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-14, Block-1, Madhya Pradesh_Dist_2",5366911,5406229.42,5302473.97,5302473.97,6201890.19,5227287.04,2022-05-08,2022-02-10,2023-02-23,,75.57,98.58,7,2022-06-05,2022-05-27,AGENCY-096,CONT-0701,13.086782,72.460064,8,3
MPL-WORK-20249235,MP-362,CON-8664,Maharashtra,Maharashtra_Dist_3,Maharashtra_Const_9,Block-11,Village-20,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-20, Block-11, Maharashtra_Dist_3",6856101,7412353.04,7291568.05,7291568.05,1852123.96,725885.89,2023-10-15,2023-09-07,2024-05-31,,0.35,9.96,10,2023-10-21,2023-11-09,AGENCY-232,CONT-0007,16.832618,83.381166,1,3
MPL-WORK-20249236,MP-634,CON-0438,Madhya Pradesh,Madhya Pradesh_Dist_1,Madhya Pradesh_Const_7,Block-7,Village-45,Health,Ambulance Purchase,Procurement,"Ambulance Purchase at Village-45, Block-7, Madhya Pradesh_Dist_1",20939521,22835466.27,22698243.68,22698243.68,22682192.26,21993224.03,2023-07-02,2023-05-21,2024-06-24,2024-08-30,100.0,96.89,5,2023-07-03,2024-09-01,AGENCY-240,CONT-0085,12.000675,80.965554,10,5
MPL-WORK-20249237,MP-540,CON-3364,Karnataka,Karnataka_Dist_5,Karnataka_Const_7,Block-13,Village-33,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-33, Block-13, Karnataka_Dist_5",17008791,16511893.75,16374085.08,16374085.08,14204400.88,13907917.6,2022-05-19,2022-03-25,2023-07-01,,86.3,84.94,8,2022-06-10,2022-09-08,AGENCY-130,CONT-0521,27.261196,71.589185,10,2
MPL-WORK-20249238,MP-262,CON-0063,Uttar Pradesh,Uttar Pradesh_Dist_5,Uttar Pradesh_Const_8,Block-13,Village-60,Education,Library Setup,Procurement,"Library Setup at Village-60, Block-13, Uttar Pradesh_Dist_5",16374971,18005560.52,17725749.91,17725749.91,7779781.59,6887925.58,2024-09-16,2024-08-10,2025-05-03,,47.22,38.86,1,2024-10-15,2024-11-02,AGENCY-092,CONT-0627,16.034911,72.133719,7,0
MPL-WORK-20249239,MP-146,CON-8248,Karnataka,Karnataka_Dist_2,Karnataka_Const_4,Block-17,Village-20,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-20, Block-17, Karnataka_Dist_2",24308585,23282993.76,23012828.94,23012828.94,8900979.16,8065896.71,2023-01-13,2022-11-10,2024-01-05,,38.8,35.05,9,2023-01-28,2023-03-29,AGENCY-149,CONT-0928,17.051983,82.978458,6,1
MPL-WORK-20249240,MP-651,CON-4147,Tamil Nadu,Tamil Nadu_Dist_1,Tamil Nadu_Const_3,Block-8,Village-33,Education,Library Setup,Procurement,"Library Setup at Village-33, Block-8, Tamil Nadu_Dist_1",2937815,2794194.86,2750675.22,2750675.22,2757133.51,2740846.82,2023-01-05,2022-10-13,2023-11-03,2023-10-10,100.0,99.64,9,2023-01-21,2023-11-06,AGENCY-227,CONT-0257,21.273368,82.264526,12,3
MPL-WORK-20249241,MP-134,CON-5636,Madhya Pradesh,Madhya Pradesh_Dist_1,Madhya Pradesh_Const_5,Block-5,Village-8,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-8, Block-5, Madhya Pradesh_Dist_1",9283337,9770179.28,9753447.59,9753447.59,2176001.26,1991895.65,2024-05-05,2024-03-24,2025-01-21,,20.99,20.42,7,2024-05-09,2025-01-02,AGENCY-292,CONT-0042,18.896687,75.383325,2,2
MPL-WORK-20249242,MP-772,CON-2702,West Bengal,West Bengal_Dist_1,West Bengal_Const_6,Block-9,Village-33,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-33, Block-9, West Bengal_Dist_1",19463571,21316615.45,21242018.65,21242018.65,3811423.55,2485600.34,2023-02-10,2023-01-16,2023-11-27,,8.77,11.7,5,2023-03-06,2023-08-29,AGENCY-177,CONT-0621,20.166599,82.296075,2,3
MPL-WORK-20249243,MP-437,CON-3735,Gujarat,Gujarat_Dist_5,Gujarat_Const_9,Block-9,Village-82,Education,Library Setup,Procurement,"Library Setup at Village-82, Block-9, Gujarat_Dist_5",2788247,2976809.04,2969801.69,2969801.69,2984827.82,2894620.59,2022-06-02,2022-05-14,2023-01-18,2023-01-21,100.0,97.47,5,2022-06-11,2023-02-12,AGENCY-216,CONT-0459,26.555124,73.052438,13,2
MPL-WORK-20249244,MP-258,CON-3049,Gujarat,Gujarat_Dist_3,Gujarat_Const_8,Block-1,Village-15,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-15, Block-1, Gujarat_Dist_3",979694,969403.2,963258.21,963258.21,166121.08,94270.82,2023-09-21,2023-08-07,2024-06-30,,6.77,9.79,6,2023-10-01,2024-03-13,AGENCY-088,CONT-0869,19.893541,84.993116,2,1
MPL-WORK-20249245,MP-632,CON-2702,West Bengal,West Bengal_Dist_3,West Bengal_Const_6,Block-7,Village-50,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-50, Block-7, West Bengal_Dist_3",22847968,21988850.6,21866888.94,21866888.94,12635883.61,10976519.48,2024-03-01,2024-01-04,2024-11-29,,42.7,50.2,1,2024-03-06,2024-05-28,AGENCY-232,CONT-0664,15.721935,76.286229,5,0
MPL-WORK-20249246,MP-281,CON-4675,Andhra Pradesh,Andhra Pradesh_Dist_1,Andhra Pradesh_Const_2,Block-8,Village-64,Education,Library Setup,Procurement,"Library Setup at Village-64, Block-8, Andhra Pradesh_Dist_1",15586982,15510259.49,15495056.21,15495056.21,5508344.71,4829439.32,2023-11-14,2023-08-29,2024-11-14,,26.06,31.17,8,2023-11-14,2024-03-02,AGENCY-149,CONT-0734,19.361881,86.642411,2,1
MPL-WORK-20249247,MP-711,CON-1184,Andhra Pradesh,Andhra Pradesh_Dist_4,Andhra Pradesh_Const_8,Block-13,Village-57,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-57, Block-13, Andhra Pradesh_Dist_4",17980783,17511034.25,17496116.48,17496116.48,13380096.04,13218641.91,2022-11-04,2022-09-20,2024-01-22,,78.26,75.55,1,2022-11-25,2023-02-19,AGENCY-146,CONT-0690,18.810157,77.854081,8,3
MPL-WORK-20249248,MP-526,CON-3633,Andhra Pradesh,Andhra Pradesh_Dist_4,Andhra Pradesh_Const_7,Block-4,Village-20,Infrastructure,Village Road,Construction,"Village Road at Village-20, Block-4, Andhra Pradesh_Dist_4",13982850,14353973.67,14127413.83,14127413.83,3384109.9,2865634.55,2024-04-13,2024-03-12,2025-06-26,,27.56,20.28,5,2024-04-17,2024-11-24,AGENCY-081,CONT-0019,22.770165,76.979081,5,1
MPL-WORK-20249249,MP-280,CON-7837,West Bengal,West Bengal_Dist_3,West Bengal_Const_2,Block-8,Village-46,Infrastructure,Village Road,Construction,"Village Road at Village-46, Block-8, West Bengal_Dist_3",16269332,17381157.11,17375557.81,17375557.81,5869781.03,5504857.11,2024-02-04,2023-12-21,2024-11-14,,24.11,31.68,4,2024-02-05,2024-07-19,AGENCY-052,CONT-0340,24.75951,83.45546,4,0
MPL-WORK-20249250,MP-546,CON-7515,Rajasthan,Rajasthan_Dist_3,Rajasthan_Const_6,Block-14,Village-91,Infrastructure,Community Hall,Construction,"Community Hall at Village-91, Block-14, Rajasthan_Dist_3",15398123,15020982.14,14978261.89,14978261.89,4246038.06,2008842.22,2022-08-28,2022-06-09,2023-05-27,,5.2,13.41,8,2022-09-15,2023-03-29,AGENCY-141,CONT-0515,12.847919,75.82354,2,1
MPL-WORK-20249251,MP-988,CON-4284,Maharashtra,Maharashtra_Dist_2,Maharashtra_Const_2,Block-2,Village-13,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-13, Block-2, Maharashtra_Dist_2",21735833,21246852.73,20939905.61,20939905.61,21424965.76,20052988.16,2022-06-18,2022-05-30,2023-08-30,,89.45,95.76,7,2022-06-23,2022-10-04,AGENCY-113,CONT-0934,21.8963,70.755626,9,4
MPL-WORK-20249252,MP-490,CON-2728,Bihar,Bihar_Dist_4,Bihar_Const_4,Block-20,Village-29,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-29, Block-20, Bihar_Dist_4",24869121,23973468.92,23933703.15,23933703.15,24026188.45,23055523.85,2023-12-05,2023-09-29,2024-07-30,2024-08-09,100.0,96.33,8,2023-12-21,2024-08-18,AGENCY-281,CONT-0487,13.35239,74.044329,11,5
MPL-WORK-20249253,MP-188,CON-2287,Tamil Nadu,Tamil Nadu_Dist_3,Tamil Nadu_Const_1,Block-7,Village-70,Health,Ambulance Purchase,Procurement,"Ambulance Purchase at Village-70, Block-7, Tamil Nadu_Dist_3",20047905,19987920.46,19838526.04,19838526.04,20064417.98,19400778.28,2024-03-07,2023-12-21,2025-06-02,2025-07-14,100.0,97.79,10,2024-04-03,2025-08-15,AGENCY-184,CONT-0145,20.647778,87.600835,10,4
MPL-WORK-20249254,MP-933,CON-3364,Karnataka,Karnataka_Dist_4,Karnataka_Const_7,Block-17,Village-93,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-93, Block-17, Karnataka_Dist_4",20337725,21748603.0,21705896.17,21705896.17,9421013.26,8266450.51,2023-02-09,2022-12-24,2024-04-01,,44.7,38.08,9,2023-03-04,2023-09-09,AGENCY-285,CONT-0423,26.151992,73.421468,6,2
MPL-WORK-20249255,MP-869,CON-1951,Maharashtra,Maharashtra_Dist_2,Maharashtra_Const_3,Block-10,Village-66,Electricity,Solar Panels,Procurement,"Solar Panels at Village-66, Block-10, Maharashtra_Dist_2",14326938,15719749.73,15518451.56,15518451.56,12428934.16,11728598.4,2023-11-20,2023-09-30,2024-10-15,,79.42,75.58,5,2023-12-05,2024-04-22,AGENCY-156,CONT-0146,27.269515,81.701852,10,4
MPL-WORK-20249256,MP-221,CON-0030,Andhra Pradesh,Andhra Pradesh_Dist_4,Andhra Pradesh_Const_3,Block-7,Village-4,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-4, Block-7, Andhra Pradesh_Dist_4",6221445,6364044.29,6344767.78,6344767.78,5748769.75,4924719.83,2022-06-21,2022-04-03,2023-07-27,,85.49,77.62,10,2022-06-29,2022-11-06,AGENCY-294,CONT-0516,24.560528,74.056707,8,1
MPL-WORK-20249257,MP-640,CON-1913,Rajasthan,Rajasthan_Dist_5,Rajasthan_Const_9,Block-3,Village-5,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-5, Block-3, Rajasthan_Dist_5",3085861,3080282.41,3038462.26,3038462.26,965788.48,941367.57,2024-01-01,2023-12-06,2025-01-05,,38.85,30.98,1,2024-01-24,2024-07-26,AGENCY-161,CONT-0655,11.63622,86.560647,5,0
MPL-WORK-20249258,MP-129,CON-2896,Karnataka,Karnataka_Dist_4,Karnataka_Const_1,Block-17,Village-44,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-44, Block-17, Karnataka_Dist_4",22417116,21451928.21,21352574.85,21352574.85,21858323.64,20932615.07,2024-08-05,2024-06-26,2025-09-08,2025-08-11,100.0,98.03,7,2024-08-16,2025-09-04,AGENCY-215,CONT-0155,15.565925,74.700817,13,3
MPL-WORK-20249259,MP-193,CON-3732,Madhya Pradesh,Madhya Pradesh_Dist_5,Madhya Pradesh_Const_9,Block-11,Village-13,Education,Library Setup,Procurement,"Library Setup at Village-13, Block-11, Madhya Pradesh_Dist_5",15653830,17111692.65,16850939.35,16850939.35,13950995.75,13728132.95,2024-05-20,2024-03-30,2025-09-28,,72.37,81.47,4,2024-06-04,2024-10-29,AGENCY-026,CONT-0603,25.097386,70.680848,10,5
MPL-WORK-20249260,MP-910,CON-8248,Karnataka,Karnataka_Dist_5,Karnataka_Const_4,Block-10,Village-91,Electricity,Street Lights,Procurement,"Street Lights at Village-91, Block-10, Karnataka_Dist_5",1677870,1697994.91,1689196.84,1689196.84,1668033.53,1639729.79,2024-10-19,2024-09-02,2025-10-31,2025-10-10,100.0,97.07,6,2024-11-14,2025-11-10,AGENCY-221,CONT-0006,18.117814,84.670386,11,1
MPL-WORK-20249261,MP-646,CON-1756,Maharashtra,Maharashtra_Dist_3,Maharashtra_Const_1,Block-2,Village-56,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-56, Block-2, Maharashtra_Dist_3",19560820,18916191.36,18618875.73,18618875.73,3208249.4,1533018.17,2024-05-21,2024-04-17,2025-03-25,,6.12,8.23,3,2024-06-06,2024-06-26,AGENCY-181,CONT-0324,10.994668,72.829085,2,3
MPL-WORK-20249262,MP-801,CON-8248,Karnataka,Karnataka_Dist_3,Karnataka_Const_4,Block-12,Village-5,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-5, Block-12, Karnataka_Dist_3",23402840,22239053.99,22143284.77,22143284.77,16167699.76,13758917.18,2023-10-28,2023-08-16,2024-12-29,,57.35,62.14,8,2023-11-10,2023-12-23,AGENCY-069,CONT-0680,20.400803,75.109532,7,4
MPL-WORK-20249263,MP-795,CON-6814,West Bengal,West Bengal_Dist_5,West Bengal_Const_8,Block-13,Village-89,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-89, Block-13, West Bengal_Dist_5",13237917,13282254.94,13231171.93,13231171.93,13752094.11,13127907.94,2023-03-28,2023-01-29,2024-02-07,2024-04-23,100.0,99.22,3,2023-04-19,2024-05-30,AGENCY-182,CONT-0404,10.280769,86.043773,10,5
MPL-WORK-20249264,MP-625,CON-2971,Maharashtra,Maharashtra_Dist_5,Maharashtra_Const_6,Block-3,Village-95,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-95, Block-3, Maharashtra_Dist_5",16160779,16001621.31,15903317.19,15903317.19,12178192.97,10874164.92,2025-02-02,2024-11-13,2026-02-24,,48.1,68.38,9,2025-02-23,2025-02-16,AGENCY-054,CONT-0428,14.401177,77.429834,5,2
MPL-WORK-20249265,MP-777,CON-9320,Karnataka,Karnataka_Dist_2,Karnataka_Const_9,Block-20,Village-13,Education,Construction of School Building,Construction,"Construction of School Building at Village-13, Block-20, Karnataka_Dist_2",14856932,14189512.12,13977772.99,13977772.99,13394579.28,13390324.36,2024-06-28,2024-04-18,2025-03-08,2025-02-06,100.0,95.8,7,2024-07-07,2025-03-21,AGENCY-196,CONT-0133,19.491291,74.67528,10,4
MPL-WORK-20249266,MP-402,CON-2338,Bihar,Bihar_Dist_2,Bihar_Const_5,Block-6,Village-85,Electricity,Solar Panels,Procurement,"Solar Panels at Village-85, Block-6, Bihar_Dist_2",16926217,16264779.27,15987972.7,15987972.7,14554321.86,13433151.32,2023-06-17,2023-05-02,2024-01-03,,80.62,84.02,8,2023-07-09,2023-08-20,AGENCY-170,CONT-0306,11.421454,73.385013,9,4
MPL-WORK-20249267,MP-827,CON-3364,Karnataka,Karnataka_Dist_1,Karnataka_Const_7,Block-6,Village-73,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-73, Block-6, Karnataka_Dist_1",13162855,14350735.82,14291226.78,14291226.78,14661147.67,14291226.78,2022-08-08,2022-06-09,2023-09-07,,74.24,100.0,7,2022-08-12,2022-11-08,AGENCY-290,CONT-0077,21.956282,74.058861,8,5
MPL-WORK-20249268,MP-501,CON-1984,Gujarat,Gujarat_Dist_1,Gujarat_Const_1,Block-1,Village-22,Health,Ambulance Purchase,Procurement,"Ambulance Purchase at Village-22, Block-1, Gujarat_Dist_1",3753011,3928446.91,3926372.42,3926372.42,3882630.77,3782736.41,2023-10-09,2023-09-09,2024-05-04,2024-05-08,100.0,96.34,8,2023-10-26,2024-05-17,AGENCY-203,CONT-0159,18.79002,79.086403,10,3
MPL-WORK-20249269,MP-410,CON-2792,Gujarat,Gujarat_Dist_2,Gujarat_Const_4,Block-13,Village-57,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-57, Block-13, Gujarat_Dist_2",6758160,6845776.69,6734684.7,6734684.7,6629416.47,6457514.52,2022-08-01,2022-07-04,2023-02-08,2023-04-13,100.0,95.88,6,2022-08-20,2023-05-01,AGENCY-239,CONT-0749,25.95538,81.374939,13,3
MPL-WORK-20249270,MP-381,CON-2287,Tamil Nadu,Tamil Nadu_Dist_5,Tamil Nadu_Const_1,Block-13,Village-66,Education,Library Setup,Procurement,"Library Setup at Village-66, Block-13, Tamil Nadu_Dist_5",863755,829672.94,824616.18,824616.18,343097.2,315911.76,2023-08-08,2023-06-10,2024-06-08,,33.29,38.31,8,2023-08-21,2024-01-01,AGENCY-141,CONT-0365,24.950829,73.490476,6,3
MPL-WORK-20249271,MP-337,CON-3043,Uttar Pradesh,Uttar Pradesh_Dist_4,Uttar Pradesh_Const_7,Block-10,Village-90,Infrastructure,Village Road,Construction,"Village Road at Village-90, Block-10, Uttar Pradesh_Dist_4",2914014,3189952.08,3161053.95,3161053.95,359263.82,718414.93,2025-02-03,2024-12-03,2026-04-25,,9.01,22.73,7,2025-02-25,2025-02-22,AGENCY-164,CONT-0552,12.068072,73.340013,0,1
MPL-WORK-20249272,MP-958,CON-1309,Rajasthan,Rajasthan_Dist_3,Rajasthan_Const_5,Block-8,Village-11,Electricity,Street Lights,Procurement,"Street Lights at Village-11, Block-8, Rajasthan_Dist_3",20578124,20041468.63,19725525.26,19725525.26,3412133.85,3812006.79,2024-09-05,2024-07-03,2025-09-07,,12.92,19.33,10,2024-09-08,2025-01-17,AGENCY-033,CONT-0652,24.071502,80.44779,2,3
MPL-WORK-20249273,MP-674,CON-4675,Andhra Pradesh,Andhra Pradesh_Dist_3,Andhra Pradesh_Const_2,Block-11,Village-2,Education,Library Setup,Procurement,"Library Setup at Village-2, Block-11, Andhra Pradesh_Dist_3",24261979,23886390.92,23596159.87,23596159.87,26607560.54,22452178.56,2022-08-29,2022-08-02,2023-04-29,,70.44,95.15,6,2022-09-01,2022-10-02,AGENCY-190,CONT-0902,18.37014,81.443972,8,2
MPL-WORK-20249274,MP-804,CON-7202,Andhra Pradesh,Andhra Pradesh_Dist_1,Andhra Pradesh_Const_4,Block-2,Village-18,Electricity,Solar Panels,Procurement,"Solar Panels at Village-18, Block-2, Andhra Pradesh_Dist_1",5767664,5648112.32,5563930.15,5563930.15,6330164.61,5563930.15,2024-08-08,2024-07-16,2025-06-11,,73.07,100.0,4,2024-08-24,2025-01-21,AGENCY-028,CONT-0198,25.349694,87.857827,7,4
MPL-WORK-20249275,MP-990,CON-9994,Uttar Pradesh,Uttar Pradesh_Dist_3,Uttar Pradesh_Const_6,Block-6,Village-54,Infrastructure,Village Road,Construction,"Village Road at Village-54, Block-6, Uttar Pradesh_Dist_3",14435400,14026066.57,13882697.72,13882697.72,13984935.18,13332070.07,2023-03-11,2022-12-26,2024-07-23,2024-10-14,100.0,96.03,4,2023-03-26,2024-11-16,AGENCY-189,CONT-0387,11.09459,73.698468,10,3
MPL-WORK-20249276,MP-514,CON-0030,Andhra Pradesh,Andhra Pradesh_Dist_3,Andhra Pradesh_Const_3,Block-13,Village-23,Electricity,Solar Panels,Procurement,"Solar Panels at Village-23, Block-13, Andhra Pradesh_Dist_3",16258070,15771879.8,15691383.09,15691383.09,15765560.68,15123741.95,2022-05-10,2022-04-02,2023-01-21,2023-02-27,100.0,96.38,7,2022-06-05,2023-03-10,AGENCY-055,CONT-0691,24.413036,80.198243,10,3
MPL-WORK-20249277,MP-346,CON-4087,Andhra Pradesh,Andhra Pradesh_Dist_4,Andhra Pradesh_Const_5,Block-9,Village-24,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-24, Block-9, Andhra Pradesh_Dist_4",14937085,15924465.83,15688915.46,15688915.46,15212098.51,13370765.01,2025-01-14,2024-11-05,2025-08-12,,88.5,85.22,6,2025-02-09,2025-01-28,AGENCY-151,CONT-0089,25.750986,76.901541,11,4
MPL-WORK-20249278,MP-845,CON-7240,Madhya Pradesh,Madhya Pradesh_Dist_4,Madhya Pradesh_Const_3,Block-9,Village-25,Electricity,Solar Panels,Procurement,"Solar Panels at Village-25, Block-9, Madhya Pradesh_Dist_4",18293727,19209925.96,19074004.57,19074004.57,3852294.61,3547609.83,2024-10-09,2024-09-07,2026-01-17,,25.31,18.6,2,2024-10-22,2025-03-05,AGENCY-195,CONT-0447,21.879781,85.615607,4,3
MPL-WORK-20249279,MP-280,CON-5074,Maharashtra,Maharashtra_Dist_1,Maharashtra_Const_7,Block-17,Village-62,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-62, Block-17, Maharashtra_Dist_1",7469180,7369073.96,7258846.49,7258846.49,1608978.61,1080797.08,2024-06-26,2024-04-04,2025-05-10,,6.96,14.89,5,2024-07-19,2024-10-01,AGENCY-169,CONT-0302,20.599485,70.797328,1,1
MPL-WORK-20249280,MP-192,CON-0837,Madhya Pradesh,Madhya Pradesh_Dist_5,Madhya Pradesh_Const_6,Block-18,Village-35,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-35, Block-18, Madhya Pradesh_Dist_5",17760106,17368523.98,17359164.64,17359164.64,4131024.4,846501.19,2023-09-21,2023-07-20,2024-04-09,,3.41,4.88,10,2023-10-21,2023-10-19,AGENCY-191,CONT-0060,15.647667,75.028022,0,3
MPL-WORK-20249281,MP-259,CON-7202,Andhra Pradesh,Andhra Pradesh_Dist_1,Andhra Pradesh_Const_4,Block-17,Village-85,Infrastructure,Community Hall,Construction,"Community Hall at Village-85, Block-17, Andhra Pradesh_Dist_1",11965540,11469418.89,11397888.99,11397888.99,8890162.33,8004310.21,2023-11-02,2023-09-10,2024-11-24,,34.08,70.23,2,2023-11-27,2024-02-19,AGENCY-263,CONT-0732,11.532039,73.414108,3,1
MPL-WORK-20249282,MP-450,CON-8514,Andhra Pradesh,Andhra Pradesh_Dist_5,Andhra Pradesh_Const_9,Block-15,Village-19,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-19, Block-15, Andhra Pradesh_Dist_5",9528468,9635624.44,9442923.22,9442923.22,8234478.21,7703288.3,2023-08-16,2023-06-24,2024-09-02,,72.35,81.58,2,2023-09-11,2023-12-29,AGENCY-083,CONT-0398,24.257443,79.776934,7,2
MPL-WORK-20249283,MP-967,CON-4675,Andhra Pradesh,Andhra Pradesh_Dist_5,Andhra Pradesh_Const_2,Block-18,Village-2,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-2, Block-18, Andhra Pradesh_Dist_5",8048237,8585323.81,8523098.23,8523098.23,7741451.79,7224538.49,2022-08-11,2022-06-22,2023-11-06,,85.86,84.76,5,2022-08-27,2022-12-05,AGENCY-196,CONT-0024,17.061301,76.445151,11,1
MPL-WORK-20249284,MP-209,CON-6273,Bihar,Bihar_Dist_5,Bihar_Const_9,Block-12,Village-27,Electricity,Solar Panels,Procurement,"Solar Panels at Village-27, Block-12, Bihar_Dist_5",3344909,3646464.95,3582413.62,3582413.62,384107.12,502108.21,2023-03-20,2023-02-10,2024-07-04,,2.58,14.02,8,2023-03-28,2023-07-11,AGENCY-219,CONT-0069,14.054197,87.735368,2,0
MPL-WORK-20249285,MP-536,CON-0528,West Bengal,West Bengal_Dist_3,West Bengal_Const_4,Block-17,Village-67,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-67, Block-17, West Bengal_Dist_3",16585379,18222364.64,17895059.96,17895059.96,17228752.74,16050827.9,2022-08-21,2022-07-19,2023-12-11,,88.75,89.69,3,2022-08-29,2022-09-21,AGENCY-155,CONT-0795,10.834785,83.239671,10,5
MPL-WORK-20249286,MP-240,CON-8248,Karnataka,Karnataka_Dist_3,Karnataka_Const_4,Block-14,Village-64,Education,Construction of School Building,Construction,"Construction of School Building at Village-64, Block-14, Karnataka_Dist_3",2913654,3025111.27,3016433.36,3016433.36,3115396.82,2984571.33,2024-02-14,2024-01-01,2024-12-30,2025-01-18,100.0,98.94,8,2024-03-11,2025-02-07,AGENCY-044,CONT-0965,14.028239,71.94739,13,2
MPL-WORK-20249287,MP-195,CON-3049,Gujarat,Gujarat_Dist_1,Gujarat_Const_8,Block-13,Village-82,Health,Hospital Ward,Procurement,"Hospital Ward at Village-82, Block-13, Gujarat_Dist_1",14173108,14721626.34,14493473.69,14493473.69,4912959.79,4095885.09,2024-09-29,2024-08-26,2025-12-16,,33.08,28.26,4,2024-10-10,2024-12-09,AGENCY-102,CONT-0160,14.070775,79.322649,6,0
MPL-WORK-20249288,MP-870,CON-4147,Tamil Nadu,Tamil Nadu_Dist_3,Tamil Nadu_Const_3,Block-20,Village-81,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-81, Block-20, Tamil Nadu_Dist_3",786720,844661.16,831927.01,831927.01,680085.44,655636.3,2023-06-12,2023-03-28,2024-05-25,,73.26,78.81,5,2023-06-22,2023-11-09,AGENCY-059,CONT-0543,26.168326,85.383321,10,2
MPL-WORK-20249289,MP-688,CON-5087,West Bengal,West Bengal_Dist_2,West Bengal_Const_7,Block-10,Village-87,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-87, Block-10, West Bengal_Dist_2",985857,1011114.06,1001884.54,1001884.54,507646.47,439384.23,2022-07-08,2022-05-13,2023-07-09,,36.27,43.86,8,2022-07-29,2023-03-06,AGENCY-035,CONT-0790,15.732572,85.854569,5,1
MPL-WORK-20249290,MP-775,CON-5664,Maharashtra,Maharashtra_Dist_3,Maharashtra_Const_4,Block-16,Village-24,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-24, Block-16, Maharashtra_Dist_3",7236659,7637535.9,7558679.04,7558679.04,3304236.77,3092052.49,2022-12-28,2022-10-28,2023-07-28,,32.42,40.91,3,2023-01-03,2023-06-25,AGENCY-094,CONT-0690,20.973541,77.867019,4,3
